Rule,Output,Risk Level
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",6.8563,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",2.7286,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.2866,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.0442,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0771,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.3721,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2801,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0620,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2882,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0754,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0448,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.0680,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",1.0322,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2679,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.4133,🟡 medium
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0003,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.0347,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.6619,🟡 medium
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3904,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0456,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.1095,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2123,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.1069,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.0589,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.3820,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",8.5002,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",3.5373,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.7366,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1352,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2615,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.4439,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0902,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0228,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1197,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1680,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1560,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.1336,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.3934,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1558,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0969,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.3286,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1740,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.3640,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3322,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0297,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0664,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1612,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.1233,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3861,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2113,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",9.3578,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",3.6201,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.6767,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1107,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.4182,🟡 medium
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.6842,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.3112,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1151,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1117,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1098,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1278,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1101,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",1.1078,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1173,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0088,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0605,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0811,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.3448,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3182,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2988,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.5603,🟡 medium
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1104,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.1799,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3716,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2084,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",19.8845,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",8.0352,🔴 high
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.5971,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2540,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1106,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.1967,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.4153,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.5937,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1698,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1810,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.8671,🟢 low
"IF temperature IS MF2 (mu=0.3231, sigma=0.3255) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2345,🟢 low
